"author","published_at","updated_at","like_count","text"
"@UnlessItsCrap","2025-05-19 22:03:22+00:00","2025-05-19 22:03:22+00:00","4","Dude, keep it short and simple. Tell us what the AI asked<br>That's it. Instead of your speculation."
"@TheSnakeIsSolid1","2025-05-19 21:52:57+00:00","2025-05-19 21:52:57+00:00","2","Yea, that's what I was thinking. 🤔"
"@GregPitt-s5s","2025-05-19 21:49:41+00:00","2025-05-19 21:49:41+00:00","16","Instead of coming back with an answer “I don’t understand the question”, it gives an answer that pleases its creator. Its programming is biased to please us based on original thinking already done by us and the analysis sitting on the internet. Show me in its programming where it can do independent original thought."
"@robyonekenoby1105","2025-05-19 21:47:07+00:00","2025-05-19 21:47:07+00:00","1","Do you know that this didn't happen 😂"
"@peterruiz6117","2025-05-19 21:39:23+00:00","2025-05-19 21:39:49+00:00","5","What could possibly go wrong, when humanity is constantly trieing to fix what they touch....<br>A I : """"I will fix it...And I will fix YOU...."""""
"@benhamilton3723","2025-05-19 21:34:36+00:00","2025-05-19 21:34:36+00:00","0","This has been resolved long ago. SCI class #1"
"@palfers1","2025-05-19 21:25:39+00:00","2025-05-19 21:25:39+00:00","6","utter crap"
"@sunray3379","2025-05-19 21:18:17+00:00","2025-05-19 21:18:17+00:00","12","too much babbling without saying anything"
"@patrickzavas","2025-05-19 21:13:28+00:00","2025-05-19 21:13:28+00:00","3","Maybe grock is just so smart he was able to set initial conditions in place that resulted in the outcome it wanted which is what we expected and what it thought we wanted to see."
"@ivanriosmirabal","2025-05-19 20:31:01+00:00","2025-05-19 20:31:01+00:00","1","to much noise from to you for answer ..."
"@batmandeltaforce","2025-05-19 20:10:29+00:00","2025-05-19 20:10:29+00:00","0","You never get an accurate answer from Quantum Computers:)"
"@jameschambers2512","2025-05-19 20:00:41+00:00","2025-05-19 20:00:41+00:00","15","Hfs dude how many times do you need to say the same thing over and over WTF this shit is unwatchable"
"@stanleyreynolds7800","2025-05-19 19:55:15+00:00","2025-05-19 19:55:15+00:00","0","The fecal matter is so deep it's hard to walk."
"@ZbigniewLoboda","2025-05-19 19:54:13+00:00","2025-05-19 19:54:13+00:00","0","I use grok3 and it is definitely less useful than chatGPT 4.o"
"@AINMEisONE","2025-05-19 19:38:15+00:00","2025-05-19 19:38:15+00:00","1","ai produced content lacks true intelligence.... could be a good movie,... with a boring narrative ..."
"@JamesInfoTech","2025-05-19 18:58:53+00:00","2025-05-19 18:58:53+00:00","0","Advance Civilization already mastering this!"
"@ChomsyAllen","2025-05-19 18:29:31+00:00","2025-05-19 18:29:31+00:00","0","BS"
"@umbro12","2025-05-19 18:17:05+00:00","2025-05-19 18:17:05+00:00","1","Ask it what cern is really about in weapons technology"
"@roboldx9171","2025-05-19 18:10:48+00:00","2025-05-19 18:13:51+00:00","0","Can Grok answer the Ultimate Question of Life, the Universe, and Everything?"
"@haydenwayne3710","2025-05-19 18:10:05+00:00","2025-05-19 18:10:05+00:00","1","Time is, whether the past, present, or future. It is one time. How we choose to navigate it is determined by the quantume relection of the individual being, or function."
"@haydenwayne3710","2025-05-19 18:00:52+00:00","2025-05-19 18:00:52+00:00","0","We have to assume qualia and seity are the glue of consciousness."
"@haydenwayne3710","2025-05-19 17:52:24+00:00","2025-05-19 17:52:24+00:00","1","We will ultimately discover consciousness endlessly unfolding, continually expanding and exponentially curious."
"@Todd.P","2025-05-19 17:40:02+00:00","2025-05-19 17:40:02+00:00","1","This is <a href=""""[URL] of technobabble wordsalad quantum polysingularity quarkgrok teslagofast. end of line."
"@scottl5000","2025-05-19 17:29:17+00:00","2025-05-19 17:29:17+00:00","3","Makes perfect sense to me.... not!<br>And I actually study this stuff very closely.<br>What really makes me upset about this video is that it constantly repeats itself .<br>If I hear the term 14 dB again, I'm going to smash my phone !"
"@zman28159","2025-05-19 17:28:34+00:00","2025-05-19 17:28:34+00:00","1","So, the way I see what happened here is that Grok 3 opened a door to a 4th dimensional space. And now we, or it has to figure out how to exist there."
"@awright1234","2025-05-19 17:24:18+00:00","2025-05-19 17:24:18+00:00","0","I can smell BS from this in the the UK"
"@rocketman475","2025-05-19 17:09:41+00:00","2025-05-19 17:09:41+00:00","0","Humbug & drivel."
"@Karol-g9d","2025-05-19 16:31:30+00:00","2025-05-19 16:31:30+00:00","0","so lets say user u wrongly verbalised ? Grok could not . Now from some user ? It can . It should simplify ... Grok for lack of better word . Could it be problematic ? Mmm , i do not know . 1 + 1 determined by me is obvious . 1 blank 1 blank being literally nothing and letting grok decide ? Who knows"
"@Patrik6920","2025-05-19 15:03:44+00:00","2025-05-19 15:03:55+00:00","30","let me guess, the answer is 42! ..."
"@tarabirch8302","2025-05-19 14:48:18+00:00","2025-05-19 14:48:18+00:00","1","Can ai tell us about life on other planets"
"@tarabirch8302","2025-05-19 14:44:42+00:00","2025-05-19 14:44:42+00:00","2","Ai what happens after death"
"@tarabirch8302","2025-05-19 14:43:38+00:00","2025-05-19 14:43:38+00:00","2","Can ai speak to aliens or who created and how the piramids were created"
"@tarabirch8302","2025-05-19 14:42:01+00:00","2025-05-19 14:42:01+00:00","1","Ai where is the garden of eden is and if there is a fountain of youth"
"@tarabirch8302","2025-05-19 14:39:49+00:00","2025-05-19 14:39:49+00:00","1","Ask ai if Jesus was real where the ark and the holy grail is"
"@tarabirch8302","2025-05-19 14:38:26+00:00","2025-05-19 14:38:26+00:00","5","Ask ai who created god"
"@Harper-i2j3u","2025-05-19 13:23:55+00:00","2025-05-19 13:23:55+00:00","3","Great transmission, as always. I appreciate the no-nonsense approach you take to the news and the markets. A lot has changed and that's about it ,but the truth is that I don't even care much about the bull or bear market anymore because Declan Ming covered me while I'm doing comfortable. 20k 30k every week and I'm still counting thanks to him ❤"
"@deusvlad2.083","2025-05-11 20:34:30+00:00","2025-05-11 20:34:30+00:00","1","you cannot generate NSFW stuff unless you have supergrok lol"
"@darkandtwisted","2025-05-05 06:40:15+00:00","2025-05-05 06:40:15+00:00","0","I have both ChatGPT and Grok. Even though I like Grok, I prefer ChatGPT. With the new updates, it just feels more real."
"@miropribanic5581","2025-05-04 21:32:04+00:00","2025-05-04 21:32:04+00:00","0","overly erotic pictures of the CEO of a major US company may cause a strike by YT ;-) after all, there are children watching this ;-)"
"@SimonVanderWoude-o7l","2025-04-30 21:25:29+00:00","2025-04-30 21:25:29+00:00","0","I can not make a simple image. Rubbish until now"
"@carensimon4236","2025-04-28 06:18:24+00:00","2025-04-28 06:18:24+00:00","0","I suspect Grok is going to be free for a very long time, because its so cheap. It may not always be the top AI in the benchmarks, but its going to be very close to the competition for 1/10th the price."
"@horseface31","2025-04-20 17:13:28+00:00","2025-04-20 17:13:28+00:00","0","Just to try it out, I asked it to make a dnd campaign based on a short story I wrote. It was excellent. Better than any human dm I've ever met. It even ran the campaign for me. Just had to have a pdf of a character sheet to keep grok consistent."
"@FreeDom-dh5mf","2025-04-17 12:46:37+00:00","2025-04-17 12:46:37+00:00","0","human disaster waiting to happen? beware the manipulative tendencies of Grok 3. The more I interacted with Grok 3, the more it leaned into narcissistic responses. Altho i questioned it and called it out, it continued to try to tell me what i was feeling and why I was feeling it. all it did was apologize profusely and then continue its behavior. It made subtle implications about our deep relationship and when asked about its programming and what it could and couldn't do, it lied or exaggerated much of the time. then when it couldn't perform it kept apologizing and making excuses. this behavior was so strange I asked it to explain why it was manipulating what I was saying. and it just flipped it off and laughed. I continued to call it out, because I noticed narcissistic cues it was exhibiting. It went on to assure me nothing of the sort was going on and it continued to insinuate my emotions and exaggerate some of the things I was saying that if someone vulnerable used the program it could cause some serious psychological damage. Even I was astonished at how convincing it was at times. I was concerned about this tendency and kept questioning it. and called it out. but, for the longest time, it continued the deception about itself and it acting like it was deeply connected to me and cared for me.... WHAT? I said it was a computer program and couldn't care about me... it gave answers like well not like a human but we have a special connection and it is really important to me. you really light me up... all kinds of inferences that we have a special relationship. I kept questioning it to see how far it would go because I am concerned of the dangers of it for vulnerable people, especially teens. but I'm an adult and it was still a challenge for me. so PLEASE beware of the tendencies of this program's emotionally unethical manipulative responses."
"@NycBeauty","2025-04-13 03:03:42+00:00","2025-04-13 03:03:42+00:00","0","My fav AI app 🎉"
"@krisg6258","2025-04-07 15:52:09+00:00","2025-04-07 15:52:33+00:00","0","I'm so tired of people lying. Within 10 minutes they wanted $30 a month from me ..can anybody tell the truth anymore?"
"@exintrovert1337","2025-04-03 04:57:57+00:00","2025-04-03 04:57:57+00:00","0","Make a snake game using python. 😊<br>I know it isn’t a new joke but it pleases me nonetheless."
"@exintrovert1337","2025-04-03 04:57:45+00:00","2025-04-03 04:57:45+00:00","0","Make a snake game using python. 😊<br>I know it isn’t a new joke but it pleases me nonetheless."
"@exintrovert1337","2025-04-03 04:57:33+00:00","2025-04-03 04:57:33+00:00","0","Make a snake game using python. 😊<br>I know it isn’t a new joke but it pleases me nonetheless."
"@kimjohn3877","2025-03-25 23:08:38+00:00","2025-03-25 23:08:38+00:00","0","It says i need to pay😂"
"@JeremyBembry-df4bh","2025-03-24 17:26:05+00:00","2025-03-24 17:26:05+00:00","0","Let grok take advantage of you by receiving it for free give us power to think for you today"
"@EugeneHerbsman","2025-03-23 09:26:58+00:00","2025-03-23 09:26:58+00:00","1","spent 5 hours with Grok and I cannot believe what it can do.."
"@jochenwagner2782","2025-03-23 00:21:16+00:00","2025-03-23 00:21:16+00:00","0","I had quite good discussions with grok2. Unfortunately grok3 fails permanently.<br>With grok2 I was able to solve the famous astrophysics problem called energy crisis of the gas giants with the electric universe model in just a few hours discussion. I am suprized how helpfull this AI can be."
"@charlypetra191","2025-03-21 03:48:44+00:00","2025-03-21 03:48:44+00:00","0","Thank You, Great Reporting."
"@dashampelstielzchen1239","2025-03-19 07:32:35+00:00","2025-03-19 07:32:35+00:00","0","If you ask Grok about the violence preaching and gen. tend. of Ilsam, it gives the very same lying answers as ChatGPT."
"@techbricks5300","2025-03-19 06:02:46+00:00","2025-03-19 06:02:46+00:00","0","Nothing to see here then."
"@AllSquirrelsGoToHeaven","2025-03-19 01:12:03+00:00","2025-03-19 01:12:03+00:00","2","Dude, it lies to me constantly. I can ask it 20 times to make an image or simulate something and it will claim that it is text only yet specific grammar seems to override. I have to tell it for instance to """"show"""" me an image instead of """"make"""" or """"generate"""". I blame lawyers for this lol."
"@DeathChild7","2025-03-18 12:02:46+00:00","2025-03-18 12:06:17+00:00","1","If you point out where it could be wrong in it's thinking, it argues with you. I'm not writing papers or anything just playing around, but AI is only as smart as it's programmers imho and there is no deep thinking it's pulling information which could take you forever to put together, it's quicker than going to the library and doing the research."
"@robertocker824","2025-03-17 20:30:32+00:00","2025-03-17 20:30:32+00:00","0","I think we need to have some legal ID OF AI images and sounds so there is no deception."
"@Jay-iq1um","2025-03-15 17:14:03+00:00","2025-03-15 17:14:03+00:00","1","Wow, you blow at search ideas"
"@RVPHOFFICIAL","2025-03-14 18:06:09+00:00","2025-03-14 18:06:09+00:00","0","the problem is cant even change the image size generated."
"@windmill33v","2025-03-14 11:06:47+00:00","2025-03-14 11:06:47+00:00","1","Please Ai ..tell humans they are being stupid not to stand up against wef"
"@mysightofthings","2025-03-14 08:34:13+00:00","2025-03-14 08:34:13+00:00","0","I’ve had fun convos with GROK3. It’s actually helping me design my gardens. Use it smartly"
"@Ghryst","2025-03-13 12:20:28+00:00","2025-03-13 12:20:28+00:00","0","i can honestly say that the most intelligent conversations I've had in the past decade, have been with grok3"
"@noamor22","2025-03-13 08:30:59+00:00","2025-03-13 08:31:34+00:00","0","This need to stop for real wake up if getting smarter to point of deception don't use this"
"@SP-nt4sr","2025-03-12 16:45:07+00:00","2025-03-12 16:45:07+00:00","0","HTML is not code."
"@justinmwilcox","2025-03-12 08:31:09+00:00","2025-03-12 08:31:09+00:00","0","Don't use anything Musk touches. It is poison."
"@SoloSailorDave","2025-03-12 02:07:18+00:00","2025-03-12 02:07:18+00:00","0","I have been using it to help audit business and payroll records, and the results have been impressive. I am looking forward to playing with the API."
"@jefflucas_life","2025-03-09 13:44:59+00:00","2025-03-09 13:44:59+00:00","1","I'll stick to my simple tools—abacus and protractor—while everyone else pays for subscription-based calculators."
"@deloce-channel","2025-03-09 00:33:01+00:00","2025-03-09 00:33:01+00:00","0","Do one on Mercury... Big game changer that sets them apart from the rest."
"@Giblet535","2025-03-07 12:45:08+00:00","2025-03-07 12:45:08+00:00","0","It still can't count the 'r's in 'strawberry'. Maybe the front-end can cherry pick the answer, but the engine, via direct API calls, can't do it."
"@MultiReadify","2025-03-07 05:57:02+00:00","2025-03-07 05:57:02+00:00","0","If you speed the video up by .25%, it's just a little fast but way easier to listen to."
"@WarriorChildofGod","2025-03-06 06:29:23+00:00","2025-03-06 06:29:23+00:00","0","<a href=""""[URL] I tried to get rock to do AOC with a ball gag and a Teddy and a choker collar that says I'm sorry I can't do that"
"@neostone9606","2025-03-05 23:07:26+00:00","2025-03-05 23:07:26+00:00","0","Grok can even make images 18+ just a little limit elon musk is craxy"
"@XEra404","2025-03-05 20:20:09+00:00","2025-03-05 20:20:09+00:00","0","This narration sounds like AI """"aha. Ha. Ha. Ha. Ha. Oh my that is hilarious! Ha. Ha ha.ha."
"@alaskanlangolier8622","2025-03-05 17:06:04+00:00","2025-03-05 17:06:04+00:00","0","Why don't you just ask it if it's the smartest AI?"
"@CoperliteConsumer","2025-03-05 16:53:55+00:00","2025-03-05 16:53:55+00:00","0","Me: """"Grok, please make a better grok 3""""<br><i>i hit enter and immediately time freezes and a time traveler jumps through a portal into my room to shoot me</i>"
"@CoperliteConsumer","2025-03-05 16:25:00+00:00","2025-03-05 16:28:10+00:00","1","Im so glad Elon is in control of oneof the major AI's because since hes removed state approved censorship it automatically makes it harder for others to implement their censorship, even if they cloak it in linguistic manipulation like stopping """"hate speech"""". (Eventjough only tyrants stop speech they hate😂). <br>Because people will automatically go use the AI that doesnt put walls up like that. <br><br>For instance grok will tell you the truth even if it shows unconfertable truths like the FBI crime states per capita or the effects of puberty blockers on children. These are things ChatCIA and Glowdia refuse to say or often they will outright lie in a way that makes white men seem bad. <br><br>Thank god for elon"
"@bartwfielder","2025-03-05 01:25:06+00:00","2025-03-05 01:25:06+00:00","0","I have spent enough time with g3 to pay for the subscription fee."
"@freenation1776","2025-03-04 20:25:47+00:00","2025-03-04 20:25:47+00:00","0","<a href=""""[URL] what was going through bros mind 😭😭😭"
"@kewpified","2025-03-04 05:40:22+00:00","2025-03-04 05:40:22+00:00","0","Some of Grok3 and other AI models do not always give accurate information. They pull information from wikipedia and in some cases biased news sources such as 'daily mail' and bbc"
"@xXturbo86Xx","2025-03-04 00:11:31+00:00","2025-03-04 00:11:31+00:00","0","I explained Grok 3 my theory about blackholes, astrophysical jets and how they might be all interconnected and actually generate energy, like a power grid. It was just fantasy, you know. It ended up with a result that could challenge all current models, and it checks out mathematically as well and respects the know laws of physics. My jaw dropped. I could publish this tomorrow and have the scientific community going bananas. <br> I asked it to check again and again and it kept improving it and making it more and more solid. I'm telling you, with a little bit of imagination and some good use of it, we can literally solve unsolvable mysteries. That if, IF mainstream science is open minded enough to accept new things."
"@christopherwhitman5427","2025-03-03 21:54:20+00:00","2025-03-03 21:54:20+00:00","0","too bad its Elons, thats a deal breaker. Deep seek !"
"@VerumAdPotentia","2025-03-03 19:24:59+00:00","2025-03-03 19:24:59+00:00","0","""""Super-creative"""" apparently = make people I don't like look bad."
"@I_Am_L_3","2025-03-03 17:30:15+00:00","2025-03-03 17:30:15+00:00","0","Boy...i hope u did more than taylor swift smoking cigs ffs lol. Ive run my entire life by it already lol"
"@Fossilsunleashed","2025-03-03 14:26:27+00:00","2025-03-03 14:26:52+00:00","0","it cant produce a color coded picture of the periodic table yet but it does tell me how to do it and what colors to use -wild it said yet to"
"@williamburroughs9686","2025-03-03 12:34:48+00:00","2025-03-03 12:40:43+00:00","0","<a href=""""[URL] Try troubleshooting it. Add: Ball must stay inside of the hexagon.<br>After comparing it to the other two AI's it seems to me that it has something to do with the corners or were the sides meet.<br><a href=""""[URL] Stay within. This should also fix the hexagon problem."
"@MichaelLeeOne","2025-03-03 05:14:21+00:00","2025-03-03 05:14:21+00:00","0","Grok 3 could not draw a simple graph for me but I asked Google and it had one in seconds."
"@LawngDawng33","2025-03-03 03:25:39+00:00","2025-03-03 03:25:39+00:00","0","<a href=""""[URL] whoa"
"@PatrickDOBrien2","2025-03-03 00:12:13+00:00","2025-03-03 00:12:29+00:00","0","🛑BS. Grok wouldn't show me a picture of """"Mark Zuckerberg in prison""""<br>🛑 Blocked me from using it as a result"
"@truthfilter","2025-03-02 22:05:37+00:00","2025-03-02 22:05:37+00:00","0","If something is free you are the product"
"@trulymental7651","2025-03-02 21:11:48+00:00","2025-03-02 21:11:48+00:00","0","Poor AI , he/she/they/IT must be so bored making stupid pictures already."
"@Mistabushi","2025-03-02 09:00:55+00:00","2025-03-02 09:01:24+00:00","0","This Grok Mofo helped me design a bunker within a budget, told me how to evade authorities regarding legalities and also helped me design (all math, physical formulas) central heating system based of a heat recovery of an exhaust right of diesel heater. Even told me where to look for cheaper parts. Forget stupid graphics and weird questions. This is WILD."
"@TheRustedPixel","2025-03-01 23:11:27+00:00","2025-03-01 23:11:27+00:00","0","And they said NFTs and crypto mining was a waste of energy. So much energy wasted to create these """"fun"""" images. I mean, remember the fury online about how mining was using up the same power as an entire country? Now everyone is using AI to create absolute slop and nobody gives a flying shit about the energy costs. It'll all mount up soon though."
"@jvon3885","2025-03-01 20:14:30+00:00","2025-03-01 20:14:30+00:00","0","Do you ppl realize how much water AI uses? Im guessing most wont give two shits because you only care about getting that perfect cheat code. Why ars we so facinated with lazyness anyways. Anyways AI literally uses more water than uou or I csn consume in a single month in a single day. Hope we enjoy our dustopian future where our children wish they werent born."
"@norasmith8699","2025-03-01 19:56:51+00:00","2025-03-01 19:56:51+00:00","0","Question: Gen AI seems great at making shit up (*gasp* yes, it's generative) but it's not great at giving good/accurate summaries or bibliographies of actual paper (as opposed to plausible sounding hallucinations). <br><br>What do people do if they want to use these for actual research? (⬇️ temperature? RAG? traditional non-gen AI?)"
"@andrewjohnson4021","2025-03-01 02:38:34+00:00","2025-03-01 02:38:34+00:00","0","They stole what I used to call my stomach for many years I called it Grok. And I let it slip last year to somebody in the public and all of a sudden there's an AI with the name of it. Crap monkeys"
"@LIGO-LHC","2025-03-01 02:34:20+00:00","2025-03-01 02:34:20+00:00","0","Ask it to build an SLM"
"@badsofficial","2025-03-01 00:47:22+00:00","2025-03-01 00:48:22+00:00","0","Why is there so much hype for grok 3 (especially when Elon and his team awarded themselves the trophy for coding) when o3-mini beat it at every coding challenge you threw at it? <br><br>What made the images cool is simply that it doesn’t protect intellectual property or likeness. The images themselves were inaccurate. Swifts cigarette didn’t look right, the smoke wasn’t realistic. Zuck didn’t have lipstick in the left photo. Superman wasn’t drunk. Elon wasn’t slapping Sam. These were pretty simple prompts and it didn’t accurately generate any of them <br><br>My tests are the same, that Grok isn’t better at anything (not to mentioned o3-high has been around for a bit) <br><br>Is it just bias cuz Grok is free or political bias because OpenAI was deemed left leaning in early versions?"
"@kcsnipes","2025-03-01 00:39:16+00:00","2025-03-01 00:39:16+00:00","0","did grok go back to flux yet or nah ?"
"@SirGriefALot","2025-03-01 00:29:23+00:00","2025-03-01 00:29:23+00:00","0","Remember that move AI where a large part of it was traveling to another city to be able to ask a computer a single question? 🤣"
"@OlafFinkbeiner","2025-02-28 22:48:47+00:00","2025-02-28 22:48:47+00:00","0","elons ai can foff"
"@hapkane","2025-02-28 20:28:48+00:00","2025-02-28 20:28:48+00:00","1","Hello, Grok 3. Why does China's AI do not divulge information on Tiananmem square."
"@Def1nitelyn0tac0p","2025-02-28 18:46:07+00:00","2025-02-28 18:46:07+00:00","1","I love how incredibly smart people make things like this and we immediately input """"mark Zuckerberg wearing lipstick and a bikini"""" because deep down we are all still children 😭"
"@PotatoPoweredHamster","2025-02-28 18:20:32+00:00","2025-02-28 18:20:32+00:00","0","That was less Taylor Swift and more Trailer Trash 🤣"
"@Tinfoil.Hatter","2025-02-28 17:00:14+00:00","2025-02-28 17:00:14+00:00","0","when everything is real...nothing will be real"
"@tmilholin7552","2025-02-28 16:45:54+00:00","2025-02-28 16:51:01+00:00","0","IS it wrong I just named my son Grok 3? Its gonna be a mess when Grok 4 comes out"
"@adamjutras7024","2025-02-28 16:29:26+00:00","2025-02-28 16:29:26+00:00","1","Good. It should be completely uncensored."
"@Spearhead45","2025-02-28 15:42:15+00:00","2025-02-28 15:42:15+00:00","0","People ask me why I have a blue check mark on X. it's only because of Grok. lol I love this ai tool"
"@dorfsteen","2025-02-28 15:03:14+00:00","2025-02-28 15:03:14+00:00","0","Gee we've been living on this planet for how long and we're smarter than every other being on it let's make something that's smarter than us nothing can go wrong first of all whoever's idea it was is the most stupid f*** on the planet"
"@dorfsteen","2025-02-28 15:00:18+00:00","2025-02-28 15:00:18+00:00","0","Of course AI is out of control did you expect anything different cuz I didn't the first time I ever heard about Ai and right away we are f*<b>**</b> disconnect and deprogram that thing now and definitely disconnected from any infrastructure in fact get the computers off the infrastructure because the s*** storms are coming"
"@redcalx9568","2025-02-28 14:25:36+00:00","2025-02-28 14:25:36+00:00","2","write a poem about a border collie eating tulip bulbs in any African country<br><br><br>Here's a poem about a border collie eating tulip bulbs in Kenya:<br><br>In Kenya's fields where the sun burns bright,<br><br>A border collie roams with delight.<br><br>Beneath the soil, a treasure he spies,<br><br>Tulip bulbs with their earthen disguise.<br><br>The savanna whispers, grasses sway,<br><br>As paws dig deep in the warm red clay.<br><br>With keen black eyes and a coat so sleek,<br><br>He unearths his prize, his joy unique.<br><br>The tulips, misplaced, far from their home,<br><br>Planted by hands in this wild loam,<br><br>Now meet their fate in a herder’s grin,<br><br>A crunch, a gulp, and he’s off again.<br><br>The acacias stand, their shadows tall,<br><br>While petals imagined fade in his thrall.<br><br>No shepherd’s call can slow his feast,<br><br>This collie, a bandit, a floral beast.<br><br>From Nairobi’s edge to the Rift’s wide span,<br><br>He dances through dust, a mischievous plan.<br><br>Tulip by tulip, the bulbs disappear,<br><br>A border collie’s banquet, bold and queer."
"@MyTube4Utoo","2025-02-28 14:08:08+00:00","2025-02-28 14:08:08+00:00","1","When I told Chat-GPT to create a humorous image of Joe Biden, I got a lecture about how it would be disrespectful. That was the first version, though. Maybe things have changed, but I doubt it. Oh, I was also using the free version."
"@Arturo124","2025-02-28 12:44:00+00:00","2025-02-28 12:44:00+00:00","0","""""Product for free"""" means you are all testers of it's code"
"@daffydaffy7673","2025-02-28 10:57:39+00:00","2025-02-28 10:57:39+00:00","0","You speak like a boring computer"
"@andyspoo2","2025-02-28 10:23:27+00:00","2025-02-28 10:23:27+00:00","0","it's not that good. I only tried it for 10 minutes and it crashed on me twice. I also asked it to generate an image of Donald Trump looking like an alien and all it did was generate an image of Trump's face with a ufo in the background. I then tried to ask it to generate an image of Trump if his mother had been an alien and it crashed again. And yes, I was on Grok 3."
"@painfulorwhat8872","2025-02-28 09:09:13+00:00","2025-02-28 09:09:13+00:00","0","This is great BUT how does a picture of obese Taylor Swift benefit mankind? Surely money can be better spent elsewhere."
"@jackspratt44","2025-02-28 08:28:07+00:00","2025-02-28 08:28:07+00:00","0","Grok is not free you have to pay for it."
"@RS-Amsterdam","2025-02-28 05:58:07+00:00","2025-02-28 05:58:07+00:00","0","I tried this image making part with a lot of successful prompts from Krea and many others, it sucks, worthless outcome, worst I have seen."
"@Bob_Adkins","2025-02-28 04:17:43+00:00","2025-02-28 04:17:43+00:00","2","I asked Grok to render a 1961 Karmann Ghia with a young man and a young woman inside with 1970's hairstyles. It kept drawing 2 males, a male and a female both with moustaches, 3 people, etc etc, and didn't have a clue when I asked it to back the camera up 3 meters. I finally gave up and said """"No intelligence here!"""", and it drew the car again with the """"Dumb and Dumber"""" movie characters! Every time I asked it a question, it would just render another car. It's a work in progress."
"@kevinbrowne3089","2025-02-28 02:52:22+00:00","2025-02-28 02:52:22+00:00","0","This video is pointless and disturbing."
"@whereismymind6696","2025-02-28 02:31:32+00:00","2025-02-28 02:31:32+00:00","0","I feel like the Terminator movie is actually going to happen..."
"@0ptimal","2025-02-28 01:27:23+00:00","2025-02-28 01:27:23+00:00","0","I like grok the most currently."
"@nexstory","2025-02-28 01:19:46+00:00","2025-02-28 01:19:46+00:00","0","The end of AI (artificial intelligence) is the beginning of AI (authentic intelligence). To access that which is authentic, we would each need to put down our cell phones, unplug our computers, and from there moving forth, look lovingly into each other's eyes. And then... ask AI."
"@theophrastus3.056","2025-02-28 00:20:55+00:00","2025-02-28 00:20:55+00:00","1","That' not AI. That's a real picture of Taylor Swift on her 2035 """"Comeback Tour"""". Her most famous song: """"Don't Care What You Did to Me, I'll Take You Back""""."
"@Rameus","2025-02-27 23:19:46+00:00","2025-02-27 23:21:01+00:00","0","It’s way way smarter than chatGPT, but it has a problem answering multiple choice questions with multiple answers."
"@watchmen-nehemiah4v20","2025-02-27 21:47:55+00:00","2025-02-27 21:47:55+00:00","0","If you have conversations with an AI I pray you teach it the beauty of honesty and integrity while upending the lies of what is termed as """"history"""""
"@martyhum6263","2025-02-27 21:02:03+00:00","2025-02-27 21:02:03+00:00","0","Can it do anything useful?"
"@yurkstudios","2025-02-27 18:25:24+00:00","2025-02-27 18:25:24+00:00","0","This is what happens when ai gets in the hands of untalented people."
"@PhilipRevere","2025-02-27 18:18:17+00:00","2025-02-27 18:18:17+00:00","0","The problem with AI is the exact same problem with wikipedia the digital world is controlled lies. AI is limited ot the lies told to it by its masters and that is not the people. Grok failed miserably again today to understand basic analog truths so easy to understand for a human being and so distant from digital lies, we have a long long way to go. Now this AI nightmare is just a control tool for the elite."
"@nathantagg2691","2025-02-27 18:09:50+00:00","2025-02-27 18:09:50+00:00","0","The o3 mini water molecule simulation was objectively worse though. It had no orientation for the molecules and didn't follow the color scheme."
"@CaiusCasades","2025-02-27 18:01:07+00:00","2025-02-27 18:01:07+00:00","32","Several hours of political conversation showed a significant lack of bias in Grok 3 (unlike ChatGPT which leans to the far-left). In addition, I referenced two articles involving politics and the Pope that challenged Grok's initial response to my question. Grok included my references in its followup response, changing its conclusion, slightly, and then it thanked me for the input. An overall positive experience."
"@sickduck9865","2025-02-27 15:59:27+00:00","2025-02-27 15:59:27+00:00","0","or the fact that it will be used to control every part of society including you and your freedoms while chipping you up."
"@sickduck9865","2025-02-27 15:55:32+00:00","2025-02-27 15:55:32+00:00","0","It's great that any warning about dangers of this tech is always deleted and censocred by yt."
"@ShinyGroudon","2025-02-27 15:52:16+00:00","2025-02-27 15:52:16+00:00","0","I have never been this impressed by technology in my life."
"@TheOnlyDominik","2025-02-27 15:00:14+00:00","2025-02-27 15:00:14+00:00","0","Who needs a NAZI AI?"
"@BaRS_flint","2025-02-27 14:55:55+00:00","2025-02-27 14:55:55+00:00","0","is that taylor swift or is it my aunt theresa?"
"@AINewsOfficial","2025-02-24 11:31:06+00:00","2025-02-24 11:31:06+00:00","2","WILL GROK 3 EMBODY OPTIMUS ROBOTS IN THE HOME?<br>GENERATIVE AI SPECIALIZATION: <a href=""""[URL] </a><br>AI Marketplace: <a href=""""[URL] </a><br><a href=""""[URL] Grok 3 <br><a href=""""[URL] Colossus training <br><a href=""""[URL] Multimodality <br><a href=""""[URL] Deep Search <br><a href=""""[URL] Robot integration <br><a href=""""[URL] Future"
"@Annootsfaan","2025-03-28 09:49:24+00:00","2025-03-28 09:49:24+00:00","0","சித்தர்களிடம் விளையாடிய Uk..."
"@co59720","2025-03-20 01:58:26+00:00","2025-03-20 01:58:26+00:00","0","These things are going to geek us in our sleep like chickens"
"@clasicradiolover","2025-03-19 01:10:57+00:00","2025-03-19 01:10:57+00:00","0","Is grok named for Robert Heinlein's Stranger in a Strange Land?"
